21839061	21839061-b3c2-4921-8b12-214a26756ed0	499 kr tre hängande skelettspöken för halloween, 90–200 cm höga
55017e3e	55017e3e-4125-48bd-9b0f-5ed37756cfcf	499 kr halloweenhäxa 183 cm med ljud, rörelse och lysande ögon
d4a79b77	d4a79b77-3901-4c7f-b8e6-8f48986b8e1f	519 kr rosenbåge i svart metall, 140 × 40 × 240 cm
3f2bf381	3f2bf381-a2b2-40b8-8653-60d5f4cced90	469 kr uppblåsbar julpingvin 155 cm med LED
19526d20	19526d20-29b0-402b-8331-107d9dc38f8d	769 kr uppblåsbar juldekoration med isbjörn och två pingviner, 206 cm
5ea9939c	5ea9939c-2e48-478e-ab51-ea07a67d75dc	699 kr uppblåsbar julgran 180 cm med tomte och hund
ab747da4	ab747da4-15c0-4fc2-8c7d-7bef5a57811b	779 kr konstgjord palm 125 cm i kruka, 18 blad
935f0ff6	935f0ff6-d401-49f9-bec3-51008d59a0df	559 kr konstgjord bambu 120 cm i kruka
1236c73a	1236c73a-476f-4b46-895e-d14e18937415	559 kr konstgjord svärmorstunga 77 cm i kruka
93dfdaba	93dfdaba-dc89-45ec-8b29-7c8345884b72	499 kr uppblåsbar julgran 150 cm med paket och LED
4362ebd1	4362ebd1-44d6-4644-8a8d-ab929b7a6559	499 kr konstgräsplattor 30 × 30 cm, 10-pack, med dränering
516ca092	516ca092-1686-4552-8dc2-0941d7cfda89	479 kr uppblåsbar tomte 120 cm med säck och LED
c0b12a9f	c0b12a9f-3246-44b8-b3a3-af0b42cc8c29	1019 kr vedställ 202 × 25 × 113 cm med överdrag, bär 500 kg
526d7fb5	526d7fb5-4185-49cc-aa65-c36b2e483696	5499 kr bäddsoffa 4-i-1 i grön chenille, 208 cm, vakuumpackad
5a1e8d57	5a1e8d57-a54e-473d-a37a-3192b4086f8a	3099 kr gungstol i krämvit sammet med ställbart nackstöd
cfac92b3	cfac92b3-554c-4e31-b58e-2502a6961098	3759 kr snurrbar loungefåtölj i brun chenille med fotpall
8e7a2b9a	8e7a2b9a-1a5f-405a-a4fd-b3a80f945deb	2699 kr gungstol i krämvit flanell med sidofickor
3387604c	3387604c-6c50-4df2-bab6-84e9a92d5c85	3779 kr snurrbar loungefåtölj i beige manchester med fotpall
e1d34336	e1d34336-0f70-4f52-944d-dd3d6717e91f	2529 kr snurrbar loungefåtölj i grön sammet med fotpall
f8f44ef7	f8f44ef7-a03b-45cc-8c1a-ab76e878493c	559 kr C-format sidobord på hjul i vitt, 40 × 30 × 69 cm
