21839061	Halloween skelett, tre hängande spöken – 90, 110 och 200 cm höga
55017e3e	Halloween häxa 183 cm – vrider sig, låter och tänder ögonen
d4a79b77	Rosenbåge i svart metall, 240 cm hög – för klätterväxter, med fyra markspett
3f2bf381	Uppblåsbar julpingvin 155 cm med halsduk och luva – LED-ljus inuti
19526d20	Uppblåsbar isbjörn med två pingviner, 206 cm – julfigur med LED för trädgården
5ea9939c	Juldekoration utomhus: uppblåsbar gran 180 cm med klättrande tomte och hund
ab747da4	Konstgjord palm 125 cm i kruka – 18 blad, konstmossa och tyngd i foten
935f0ff6	Konstgjord bambu 120 cm i kruka – ledade stammar och tätt, ljusgrönt bladverk
1236c73a	Konstgjord svärmorstunga 77 cm i kruka – 21 blad med gula kanter
93dfdaba	Uppblåsbar julgran 150 cm med paket och LED – blåses upp på några minuter
4362ebd1	Konstgräsplattor 30 × 30 cm, 10-pack – klickas ihop, med dränering
516ca092	Uppblåsbar tomte 120 cm med säck – LED-ljus inuti, för trädgård och entré
c0b12a9f	Vedställ utomhus 202 cm med överdrag – galvaniserat stål, bär 500 kg
526d7fb5	Modulär bäddsoffa 4-i-1 i grön chenille, 208 cm – bädd 154 × 140 cm
5a1e8d57	Gungstol med nackstöd i krämvit sammet – medar i gummiträ, bär 120 kg
cfac92b3	Loungefåtölj med fotpall i beige chenille – snurrbar, bred sits på 79 cm
8e7a2b9a	Gungstol med fickor i krämvit flanell – ram i gummiträ, 27 cm tjock sits
3387604c	Läsfåtölj i beige manchester med fotpall – snurrbar, 20 cm tjock sits
e1d34336	Snurrfåtölj i grön sammet med fotpall – snäckformad rygg och rund stålfot
f8f44ef7	Sidobord med hjul i vitt, C-format – tre fack, två hjul med broms
