00ba5823	9880d4d320740cdb	3090
087cb4b8	48edaa451d2a1f42	2406
181a3522	892105d2a7d1c5b9	2246
33cde470	b5bdbb16c1465e89	2616
57e419f1	717ded44a94acdb2	2693
61ae7313	a0656cfbbdbe9f6f	2904
6e1378d6	a930ab858ae23a88	3004
90c30789	4ea7e2cf8bacde36	2984
99ab915a	9aec0f87b77d615f	3339
9e157d1d	b17e6f1307ab2c63	2478
af6f39a6	49344c47644ad4a5	2702
b15b7854	9437807abe5ae4f8	2574
bb45be9d	95daa221f126d5a5	2776
bdc28a4b	10fa40aac66534e3	2730
cfdbd5e9	4a3397710cd5826a	2923
d1026aaa	9384285aedc0cabc	2609
dad09721	ebb8c628814745f5	2828
e74feea1	267a911b2b10584e	3034
e81fc121	5865b37fb9d8f9bd	2932
