57e419f1	Vit byrå 118 cm med sex lådor | Fyndplats	Vit byrå i MDF med sex lådor på lättgående skenor, 118 × 39,5 × 75,5 cm. Bär 50 kg, tippskydd ingår och ytan torkas av med en fuktig trasa.
61ae7313	Cloud soffa i beige manchester, 245 cm | Fyndplats	Modulär cloud soffa i beige manchester utan fast ram, 245 cm bred. Två delar med 42 cm tjock sits av skum och fickfjädrar, två kuddar och 360 kg bärförmåga.
e81fc121	Manchestersoffa 2-sits i grönt, 134 cm | Fyndplats	Tvåsitssoffa i grön manchester med fickfjädrar och 15 cm stoppning i sits och rygg. 134 cm bred, ben i gummiträ och bär 240 kg. För små rum och lägenheter.
e74feea1	Smyckesskåp för dörr med spegel, 120 cm | Fyndplats	Låsbart smyckesskåp med helfigursspegel och LED-belysning, 120 cm högt. Hängs över en dörr eller skruvas i väggen, med plats för ringar, örhängen och halsband.
00ba5823	Köksskåp svart 180 cm med öppna fack | Fyndplats	Högt köksskåp i svart träton, 80 × 35 × 180 cm, med mjukstängande dörrar, en låda, öppna fack och en bred hylla för mikro. Tippskydd ingår, bär 75 kg.
33cde470	Golvfåtölj bäddbar i grå sammet, 102 cm | Fyndplats	Golvfåtölj och bädd i ett, klädd i grått tyg med sammetskänsla. Ryggstöd i tre lägen, nackstöd i fem, 102 cm bred och bär 120 kg. Ingen montering.
dad09721	Julgran för utomhus, 2-pack, 60 cm | Fyndplats	Två upplysta granar på 60 cm med färgade LED och jordspett, för trädgård, trappa och entré. Batteridrivna, IP44 och grenspetsar i flamskyddad PVC.
087cb4b8	Frisörpall i svart med ryggstöd och hjul | Fyndplats	Rullpall i svart konstläder med ryggstöd och 8 cm tjock sits. Gaslyft för sitthöjd 47,5–63 cm, snurrar 360°, fem hjul och bär 120 kg.
af6f39a6	Sideboard svart med träskiva, 110 cm | Fyndplats	Sideboard i svart med skiva i ljus träton, 110 × 29,5 × 82 cm. En delad låda, ett skåp med hylla i tre höjder och tre öppna fack på sidan. Bär 70 kg.
90c30789	Badrumsspegel med belysning 70 × 100 cm | Fyndplats	Badrumsspegel med LED-ram och antimist, 70 × 100 cm. Tre ljusfärger, dimmer med minne, IP44 och montering stående eller liggande.
d1026aaa	Helkroppsspegel med belysning, 40 × 120 cm | Fyndplats	Ramlös helkroppsspegel med LED-belysning bakifrån, 40 × 120 cm. Dimbar i tre ljusfärger med touch och minne, härdat glas och rundade hörn.
6e1378d6	Elkamin brun med hylla, 80 cm, 1800 W | Fyndplats	Elkamin i mörkbrun träton med stenlook och hylla, 80 × 21,6 × 67,8 cm. 1800 W värme för 30 m², 3D-lågor, termostat, fjärrkontroll och timer.
181a3522	Vedhylla i svart stål, 150 cm hög | Fyndplats	Hög vedhylla i svart pulverlackerat stål för inomhus och utomhus, 60 × 25 × 150 cm. Håller veden borta från golvfukten och bär 100 kg.
99ab915a	Uppresningsfåtölj i mörkgrå chenille | Fyndplats	Elektrisk uppresningsfåtölj i mörkgrå chenille med 45° uppresning, 155° liggläge, massage i åtta punkter och ländvärme. USB-uttag, sidofickor och 150 kg.
b15b7854	Gunghäst i grått med ljud, 12–36 mån | Fyndplats	Gunghäst i grått tyg med linnestruktur och medar i trä. Tryck på örat för hovslag och gnäggning. Handtag, stigbyglar och stoppare, för barn 12–36 månader.
bdc28a4b	Grön kontorsstol i linnelook med vipp | Fyndplats	Grön kontorsstol med 50 × 47 cm sits, 14 cm stoppning och vippfunktion. Sitthöjd 48–58 cm, hjul som skonar golvet och bär 120 kg. För hemmakontoret.
cfdbd5e9	Ljusgrå kontorsstol med fotstöd, 135° | Fyndplats	Ergonomisk kontorsstol i ljusgrå mesh med vit ram, nackstöd, justerbart ländstöd och utdragbart fotstöd. Lutar till 135° med vippfunktion och bär 120 kg.
bb45be9d	Redskapsbod med fönster, 4,13 m² | Fyndplats	Redskapsbod i galvaniserat stål med fönster och ventiler, 260 × 177 cm och 4,13 m². Låsbar dubbeldörr, pulpettak och snölast 40 kg/m².
9e157d1d	Litet förråd i ljusgrönt stål, 0,92 m² | Fyndplats	Litet förråd och redskapsbod i ljusgrönt stål, 100 × 103 × 160 cm och 0,92 m². Låsbar dörr, lutande tak som leder bort regnet och snölast 20 kg/m².
