4caae7b4	Runt köksbord Ø60 cm för två – svart pulverlackerat stål, för inne och ute
6fcce4f6	Konstgjord palm 160 cm med 36 blad – böjbara grenar och kruka med cement
965090e1	Situpbänk med träningsband och draghandtag – hopfällbar, bär 110 kg
aa108611	Badrumsskåp i vitt med räfflade dörrar – guldfärgade ben och två öppna hyllor
336359d7	Snurrstol för barn – orange sits formad som en blomma, 3–6 år, bär 50 kg
38f9bf22	Ståbord för laptop på hjul – höj- och sänkbart 68–108 cm, skiva 65 × 48 cm
5b38973c	Tvättställsskåp 70 cm med dörr och tre lådor – vitt, U-urtag för avloppet
68c9cfe0	Gymnastikringar och räck för barn – hopfällbar ställning, 88–128 cm, lila
9709043e	Skåp över toalett i bambu – väggskåp för badrum med lamelldörrar, 60 × 60 cm
b9e2faf5	Järnsäng 90 × 200 cm i svart stål – gavel med hjärtmönster, 31 cm fritt under
106819f0	Satsbord, två stycken i träfärg – svarta U-ben, 60 × 50 och 50 × 50 cm
121a8ef7	Enkelsäng i svart metall, 90 × 200 cm – bågade gavlar och 32 cm fritt under
ae748e48	Konstgjort träd 135 cm – ficus med 756 blad i kruka med cement
aebd7dae	Stepper med LCD-display – kompakt steppmaskin med tyst hydraulik, bär 100 kg
af2bd004	Handfatsskåp 41,5 cm i vitt – skåp och låda, U-urtag för väggmonterat handfat
