97b1d071	Avlastningsbord med laddstation – fällbar skiva, två eluttag, USB och USB-C
46443b89	Bäddsoffa 2-sits i beige sammet – ryggstöd i tre lägen, liggyta 160 × 93 cm
efa4b5d6	Smalt sidobord med tre plan och tidningsficka – 18 cm djupt, brun och svart
f716feb0	Matstolar 2-pack i grå sammet – strukturerad yta, svarta metallben, bär 120 kg
cad2e713	Barstol med ryggstöd, 2-pack – beige chenille, sitthöjd 63–84 cm, snurrbar
c23dab52	Fällbord med hyllor – matbord för små utrymmen, 20 cm djupt hopfällt
6ddedacc	Vitt runt matbord Ø75 cm för två – ben i massiv furu, skandinavisk stil
c8c172a9	Runt bord Ø78 cm i rustik brun – köksbord för två med svart korsfot i stål
5e5ede44	Sidobord i glas och svart stål, 2-pack – satsbord 42 och 33 cm som skjuts ihop
6d064139	Sidobord för soffan i svart stål – C-format laptopbord, 46 × 26 × 60 cm
2f1fc319	Brickbord 2-pack i svart metall – runda satsbord Ø43 och Ø35 cm med lösa brickor
7dfdf28d	Retro fåtölj med hundtandsmönster – armstöd i trä och guldfärgade ben i stål
47bad2d7	Runt matbord i glas Ø80 cm – härdat glas och svart korsfot i stål, bär 30 kg
c8de34ad	Öppen bokhylla med fyra plan, 141 cm – svart stålram och bruna hyllplan
eee98f0f	Matbänk i massiv furu, 150 cm – sittbänk för tre, naturfärgad, bär 330 kg
6c54c9c3	Smal plastgran 190 cm med snöade spetsar – 570 grenspetsar, flamskyddad, stålfot
7a5e5c31	Smal konstgran 180 cm med 380 grenar – Ø56 cm, flamskyddad och med fot i stål
