97b1d071	Avlastningsbord med laddstation, fällbar skiva | Fyndplats	Avlastningsbord i C-form med laddstation: två eluttag, USB och USB-C. Skivan fälls ut från 39 × 29 till 39 × 58 cm, och foten skjuts in under soffan.
46443b89	Bäddsoffa 2-sits i beige sammet, 181 cm | Fyndplats	Liten bäddsoffa i beige tyg med sammetskänsla, 181 cm bred. Ryggstödet ställs i tre lägen upp till 180 grader, liggytan är 160 × 93 cm och soffan bär 250 kg.
efa4b5d6	Smalt sidobord med tidningsficka, 18 cm djupt | Fyndplats	Smalt sidobord på 43 × 18 × 56 cm med skiva, hylla och en tygficka för tidningar. Rustik brun och svart stål, bär 13 kg och får plats bredvid soffan.
f716feb0	Matstolar 2-pack i grå sammet med metallben | Fyndplats	Två matstolar i mörkgrå sammet med strukturerad yta och böjt ryggstöd, 45 × 57 × 89 cm. Sitthöjd 49 cm, 5 cm tjock sits och ben i metall. Bär 120 kg.
cad2e713	Barstol med ryggstöd 2-pack, beige chenille | Fyndplats	Två barstolar med ryggstöd i beige chenille. Sitsen höjs och sänks mellan 63 och 84 cm med gaslyft, snurrar 360° och passar bänkar på 89–109 cm.
c23dab52	Fällbord med hyllor för små utrymmen | Fyndplats	Fällbord med inbyggda hyllor. Uppfällt är skivan 77 × 72 cm, och hopfällt står bordet bara 20 cm ut från väggen. Matbord, skrivbord och förvaring i ett.
6ddedacc	Vitt runt matbord Ø75 cm för två, ben i furu | Fyndplats	Runt matbord för två med vit skiva och ben i massiv furu, Ø75 × 76 cm. Bär 30 kg, behöver 2,56 m² golvyta och har halkskydd under benen.
c8c172a9	Runt bord Ø78 cm, litet köksbord för två | Fyndplats	Runt bord med skiva i rustik brun och fyra svängda ben i svart, pulverlackerat stål. Ø78 × 75 cm, för två, och behöver 160 × 160 cm golvyta.
5e5ede44	Sidobord i glas 2-pack, satsbord i svart stål | Fyndplats	Två sidobord med skiva i härdat glas och ram i svart stål, 42 × 42 × 51 och 33 × 33 × 45,5 cm. Det lilla skjuts in under det stora. Bär 10 kg vardera.
6d064139	Sidobord för soffan, C-format i svart stål | Fyndplats	C-format sidobord i svart stål som skjuts in under soffan eller sängen. Skivan är 46 × 26 cm och sitter 60 cm upp, och bordet bär 8 kg.
2f1fc319	Brickbord 2-pack, runda satsbord i svart metall | Fyndplats	Två runda brickbord i svart metall, Ø43 × 38 och Ø35 × 34 cm, som skjuts in i varandra. Brickorna lyfts av och används för servering. Bär 10 kg vardera.
7dfdf28d	Retro fåtölj med hundtandsmönster och guldben | Fyndplats	Fåtölj i retrostil med svartvitt hundtandsmönster, armstöd i gummiträ och guldfärgade ben i stål. 72 × 81,5 × 87,5 cm, 27 cm tjock sitsdyna, bär 120 kg.
47bad2d7	Runt matbord i glas Ø80 cm med svart korsfot | Fyndplats	Runt matbord med skiva i 7 mm härdat glas och korsade ben i svart stål. Ø80 × 75 cm, ställbara fötter och bär 30 kg. För köket eller matplatsen.
c8de34ad	Öppen bokhylla med fyra plan, 80 × 141 cm | Fyndplats	Öppen bokhylla i svart stål med fyra hyllplan i brun träimitation, 80 × 30 × 141 cm. 41,5 cm mellan planen, bär 20 kg per plan och har tippskydd.
eee98f0f	Matbänk i massiv furu, 150 cm, sittbänk för tre | Fyndplats	Sittbänk i trä, massiv furu i naturfärg, 150 × 33 × 45 cm. Plats för tre vid matbordet eller i hallen, bär 330 kg och har halkskydd under fötterna.
6c54c9c3	Smal plastgran 190 cm med snö, Ø53 cm | Fyndplats	Smal julgran i plast, 190 cm hög och Ø53 cm, med 570 grenspetsar och vita, snöade toppar. Flamskyddade grenar, fot i stål och sektioner som tas isär.
7a5e5c31	Smal konstgran 180 cm med 380 grenar | Fyndplats	Smal konstgjord julgran, 180 cm hög och Ø56 cm, med 380 grenar i plast. Grenarna är flamskyddade och fälls ut, foten är av stål och granen delas i sektioner.
