2f1fc319	3808ce081affda5f	2364
46443b89	a5122e5d10130d42	3085
47bad2d7	c7b636e989a33ae5	2196
5e5ede44	dfca971035323d9c	2330
6c54c9c3	33a114c60bce6f5a	2218
6d064139	14f28a542a625493	2277
6ddedacc	4f24006686502b97	2192
7a5e5c31	f62de6d2b1c9a8b1	2091
7dfdf28d	3add93689c358200	2672
97b1d071	5d1f1cf5be4d4916	3134
c23dab52	aba91376709985c5	2856
c8c172a9	8fd8c926ac40af80	2181
c8de34ad	8235e0e8d2db1cfc	2476
cad2e713	47edf63c1e7298a9	2760
eee98f0f	8a0efb9dc5b7b9cc	2264
efa4b5d6	a1680324db31d710	2649
f716feb0	d70d5dfc6c91ca25	2645
