cf92c3bd	Konstgjord dieffenbachia 95 cm – gulrandiga blad och kruka med cement
e36dab73	Julgran 150 cm med 294 grenspetsar – Ø46 cm och fot som fälls ihop
a7e88a1b	Ergonomisk sittdyna i memoryskum – urtag för svanskotan, 44 × 39 × 13 cm
b5b3b852	Elektronisk darttavla för 1–8 spelare – LCD-display, 18 spel och sex pilar
e90dcc5a	Balansstenar för barn i TPR, sex stycken – tre storlekar, 3–8 år
0dfaa38b	Låsbart medicinskåp i rostfritt stål – tre plan och glasdörr, 25 × 12 × 48 cm
10cd6afb	Smalt konsolbord 75 cm i marmorlook – vit stomme, 24 cm djupt, justerbara fötter
00d6f785	LED-björk 150 cm med 120 varmvita lampor – tre ljusstyrkor och IP44
0feec456	Tipitält för katt och liten hund – tvättbar dyna, fjäderleksak, 60 × 60 × 76 cm
1476f00c	Leksakshylla med sex tygboxar – grön, 63 × 30 × 66 cm, för barn 3–8 år
