e4e62a4f	Bäddfåtölj med armstöd, 185 cm bädd – blå | Fyndplats	Bäddfåtölj i blått med armstöd i gummiträ. Ryggen fälls i fem lägen och blir en 185 cm lång bädd. Som fåtölj mäter den 63 × 73 cm.
1df737ee	Bäddfåtölj med armstöd, 183 cm bädd – taupe | Fyndplats	Bäddfåtölj i taupe med armstöd i gummiträ. Ryggen fälls i fem lägen och blir en 183 cm lång bädd. Som fåtölj mäter den 63 × 73 cm.
286f4e14	Bäddfåtölj med armstöd, 183 cm bädd – mörkgrå | Fyndplats	Bäddfåtölj i mörkgrått med armstöd i gummiträ. Ryggen fälls i fem lägen och blir en 183 cm lång bädd. Som fåtölj mäter den 63 × 73 cm.
c10d0b7e	Bäddfåtölj med armstöd, 183 cm bädd – svart | Fyndplats	Bäddfåtölj i svart med armstöd i gummiträ. Ryggen fälls i fem lägen och blir en 183 cm lång bädd. Som fåtölj mäter den 63 × 73 cm.
96a6b909	Bäddfåtölj med armstöd, 185 cm bädd – beige | Fyndplats	Bäddfåtölj i beige med armstöd i gummiträ. Ryggen fälls i fem lägen och blir en 185 cm lång bädd. Som fåtölj mäter den 63 × 73 cm.
8800a1b5	Bäddfåtölj som blir gästsäng 180 cm – mörkgrå | Fyndplats	Bäddfåtölj i mörkgrå sammetsimitation som fälls ut till en gästsäng på 180 × 75 cm. Fem ryggvinklar, 75 × 70 × 75 cm som fåtölj. Kudde ingår.
1663062d	Bäddfåtölj som blir gästsäng 180 cm – blå | Fyndplats	Bäddfåtölj i blå linnelook som fälls ut till en gästsäng på 180 × 75 cm. Fem ryggvinklar, 75 × 70 × 75 cm som fåtölj. Kudde ingår.
0f6ea98d	Bäddfåtölj som blir gästsäng 180 cm – beige | Fyndplats	Bäddfåtölj i beige linnelook som fälls ut till en gästsäng på 180 × 75 cm. Fem ryggvinklar, 75 × 70 × 75 cm som fåtölj. Kudde ingår.
543fd196	Snurrfåtölj 60 cm med knappad rygg – gul | Fyndplats	Gul snurrfåtölj som tar 60 × 61 cm av golvet och vrids ett helt varv på stället. Knappad rygg, ben i stål och 47 cm sitsbredd. Bär 120 kg.
bb0d9831	Snurrfåtölj 60 cm med knappad rygg – cremevit | Fyndplats	Cremevit snurrfåtölj som tar 60 × 61 cm av golvet och vrids ett helt varv på stället. Knappad rygg, ben i stål och 47 cm sitsbredd. Bär 120 kg.
ea30fc2a	Snurrfåtölj 60 cm med knappad rygg – mörkgrå | Fyndplats	Mörkgrå snurrfåtölj som tar 60 × 61 cm av golvet och vrids ett helt varv på stället. Knappad rygg, ben i stål och 47 cm sitsbredd. Bär 120 kg.
827314e4	Snurrfåtölj 60 cm med knappad rygg – svart | Fyndplats	Svart snurrfåtölj som tar 60 × 61 cm av golvet och vrids ett helt varv på stället. Knappad rygg, ben i stål och 47 cm sitsbredd. Bär 120 kg.
6a4e92c4	Reclinerfåtölj med fotpall – gräddvit | Fyndplats	Gräddvit reclinerfåtölj i konstläder med lös fotpall och fot i böjt trä. Ryggen fälls steglöst till 130° och fåtöljen snurrar 360°.
04feb176	Reclinerfåtölj med fotpall – svart | Fyndplats	Svart reclinerfåtölj i konstläder med lös fotpall och fot i böjt trä. Ryggen fälls steglöst till 130° och fåtöljen snurrar 360°.
07d52f21	Biofåtölj med fotpall, 56 cm sits – svart | Fyndplats	Svart biofåtölj i konstläder på fot i böjträ, med lös fotpall. Sitsen är 56 cm bred, ryggen fälls till 130° och stolen snurrar 360°.
ed930c42	Biofåtölj med fotpall, 56 cm sits – gråbrun | Fyndplats	Gråbrun biofåtölj i konstläder på fot i böjträ, med lös fotpall. Sitsen är 56 cm bred, ryggen fälls till 130° och stolen snurrar 360°.
57ba0224	Bäddfåtölj 190 cm, sex ryggvinklar – ljusgrå | Fyndplats	Bäddfåtölj i ljusgrå linnelook som fälls ut till en 190 cm lång bädd. Ryggen ställs i sex lägen från 100° till plant. Som fåtölj 72 × 78 × 79 cm.
583577bc	Bäddfåtölj 190 cm, sex ryggvinklar – cremevit | Fyndplats	Bäddfåtölj i cremevit linnelook som fälls ut till en 190 cm lång bädd. Ryggen ställs i sex lägen från 100° till plant. Som fåtölj 72 × 78 × 79 cm.
0559bbb2	Bäddfåtölj 190 cm, sex ryggvinklar – beige | Fyndplats	Bäddfåtölj i beige sammet som fälls ut till en 190 cm lång bädd. Ryggen ställs i sex lägen från 100° till plant. Som fåtölj 72 × 78 × 79 cm.
4abad4c4	Bäddfåtölj 190 × 80 cm bädd – mörkgrå | Fyndplats	Mörkgrå bäddfåtölj som fälls ut till en 190 × 80 cm bädd i ett grepp. Sitsen är 20 cm tjock och ryggen har fem lägen upp till 180°. Bär 120 kg.
38ca04a9	Bäddfåtölj 190 × 80 cm bädd – blå | Fyndplats	Blå bäddfåtölj som fälls ut till en 190 × 80 cm bädd i ett grepp. Sitsen är 20 cm tjock och ryggen har fem lägen upp till 180°. Bär 120 kg.
82798d95	Bäddfåtölj i manchester, 90 cm bädd – mörkgrå | Fyndplats	Mörkgrå bäddfåtölj i manchester med 90 × 190 cm bädd. Klick-klack fäller den från fåtölj till bädd i två steg, och ryggen har sex lägen.
dd2f1769	Bäddfåtölj i manchester, 90 cm bädd – beige | Fyndplats	Beige bäddfåtölj i manchester med 90 × 190 cm bädd. Klick-klack fäller den från fåtölj till bädd i två steg, och ryggen har sex lägen.
6efbe712	Bäddfåtölj med armstöd, 98 cm bädd – ljusbrun | Fyndplats	Ljusbrun bäddfåtölj med armstöd i gummiträ och en bädd på 183 × 98 cm. Ryggen ställs i fem lägen från 100° till plant, stommen är stål.
