c0c6f5cf	Eldskydd i tre delar med fiskbensmönster – svart stål, 135 × 85 cm
9dd510a8	Krypmatta 200 × 150 cm med djurmotiv – vikbar, 1,5 cm skum och väska
34e4947c	Pall till sminkbord i ljusgrå sammet – Ø35 cm, på hjul, sitthöjd 49–61 cm
14fb0f98	Kantskydd till studsmatta Ø305 cm – grönt, 15 mm stoppning, tål sol och väder
3fe90624	Bred fåtölj i krämvitt tyg – 83 cm sits, pocketfjädrar och två kuddar
46d8342f	Elektrisk reclinerfåtölj i vitt – 150°, två minneslägen och USB-uttag
e4e8c76b	Barpallar 2-pack i ekoptik – snurrbara, sitthöjd 59–80 cm, svart fot
7f304255	Matbord för 6–8 personer, utdragbart 140–180 cm – träton och svarta stålben
13a52237	Matbord runt Ø110 cm i brun träton – pelarfot i svart stål, sex personer
477bcd1f	Skänk vit 117 cm med två lådor och tre luckor – tryck-öppning utan handtag
e3804952	Airfryer-ugn 12 liter i retrostil – krämvit och guld, 1200 W och 230 °C
81a7d7e4	Elmotorcykel för småbarn 18–36 månader – röd, 6 V, stödhjul och musik
b92a1717	Halloweendekoration utomhus: clown 165 cm som skakar till musik
d99fb2f8	Halloweendekoration: clown 183 cm med röda ögon – vrider huvudet och vinkar
cbd1c1cb	Cykelförråd i metall 143 × 270 cm – mörkgrått, låsbar dubbeldörr och pulpettak
