39c90d59	1	Två konstgjorda cypresser i svarta odlingskrukor mot vit bakgrund
39c90d59	2	Två cypresser på ett trädäck vid ett parasoll och två flätade fåtöljer
39c90d59	3	Måttritning: 33 cm bred, 90 cm total höjd och kruka 15 cm bred och 12,5 cm hög
39c90d59	4	Cypress i svart kruka vid en ljus husfasad bredvid en öppen dörr
39c90d59	5	Två cypresser på var sida om en blå ytterdörr i en tegelvägg
5a2bd33d	1	Två konstgjorda cypresser på svarta jordspett mot vit bakgrund
5a2bd33d	2	Två cypresser nedstuckna i en gräsmatta framför en vit veranda med räcke
5a2bd33d	3	Två cypresser i en trädgård med flätade fåtöljer och en blommande rabatt
5a2bd33d	4	Cypress i gräset framför en träaltan med matbord och stolar
7e66b14b	1	Konstgjord cypress på 120 cm i svart odlingskruka mot vit bakgrund
7e66b14b	2	Cypressen bredvid en vit utetrappa med räcke och en stor sten
7e66b14b	3	Måttritning: 120 cm total höjd och kruka 15 cm bred och 12,5 cm hög
7e66b14b	4	Cypressen på en träaltan bredvid ett matbord under ett skärmtak
7e66b14b	5	Cypressen mot en vit fasad bredvid en mörk ytterdörr och en trappa
74330920	1	Två konstgjorda cypressbuskar på jordspett mot vit bakgrund
74330920	2	Två runda buskar på var sida om en vit trätrappa till en veranda
74330920	3	Måttritning: 40 cm bred, 60 cm total höjd och jordspett på 16 cm
74330920	4	Två buskar i krukor på en uteplats med soffa mot en blå träfasad
74330920	5	Två buskar i korgar i ett ljust vardagsrum med hylla och soffa
007e8c7b	1	Konstgjord cypress i spiralform i svart odlingskruka mot vit bakgrund
007e8c7b	2	Spiralträdet i ett vardagsrum bredvid en vit soffa och en rumsavdelare
007e8c7b	3	Måttritning: 90 cm total höjd och kruka 16,5 cm bred och 13,5 cm hög
007e8c7b	4	Spiralträdet bredvid en fåtölj och ett runt träbord
007e8c7b	5	Spiralträdet vid en vit veranda med räcke och en grön buske
85619689	1	Två konstgjorda cypresser i gråa dekorkrukor mot vit bakgrund
85619689	2	Två cypresser på var sida om en röd ytterdörr i en tegelvägg
85619689	3	Måttritning: 90 cm total höjd och kruka 15 cm bred och 15 cm hög
85619689	4	Cypress i grå kruka bredvid en vit dörr och en flätad stol
85619689	5	Cypress i grå kruka i ett ljust rum vid ett fönster med gardin
e8c4c9d7	1	Konstgjort lavendelklot med grönt bladverk och lila blommor mot vit bakgrund
e8c4c9d7	2	Fyra miljöbilder av lavendelkloten vid veranda, öppen spis, trappa och uteplats
e8c4c9d7	3	Måttritning över klotet: 42 cm i diameter
e8c4c9d7	4	Två lavendelklot i höga kärl på var sida om en entré till ett trähus
e8c4c9d7	5	Närbild på bladverket där en hand visar bladen och de lila blommorna
