173bc5bd	Smal julgran 195 cm med 556 grenspetsar och 25 kottar – Ø54 cm, i sektioner
300d3415	Julby i trä med 10 LED – kyrka, hus och granar, 45 × 10 × 25 cm
2cb5b77e	LED-björk 180 cm med 96 LED – vit stam, 12 grenar och 5 m sladd
badc577d	Nattduksbord med dold låda – svart, öppet fack med mellanvägg, 40 × 30 × 46 cm
db4808e6	Smart hula hoop med viktkula och räknare – 16 delar för midjor 76–113 cm
edac1214	Konstgjord bambu 90 cm med 504 blad – fem stammar och kruka med cement
06675244	Julgran 100 cm med snöade spetsar och kottar – Ø60 cm, guldfärgad kruka
119c6052	Medicinskåp med kodlås – 30 × 14 × 30 cm, halvhylla och handtag, för väggen
2f1246a1	Hängande halloweenmumie 142 cm – röda ögon, ljud och spindlar
5f8aed80	Förvaringsskåp med två tyglådor – rustikt brun, stålram, 45 × 40 × 70,5 cm
80558327	Duschpall i bambu med hylla – bär 100 kg, 47,5 × 26 × 44,5 cm
b99bb9cc	Bokhylla på hjul med tre plan – vit metall, låsbara hjul, 69 × 26 × 108 cm
be52938b	Lekmatta 196 × 176 cm, dubbelsidig och vikbar – 1,5 cm tjockt skum
30fe3828	Sidobord med laddstation – eluttag, USB och USB-C, två tyglådor, 63 cm högt
33cf9b15	Snöskyffel 45 cm med extra handtag – D-grepp, metallkant och aluminiumskaft
