f267fdc4	Vedställ med vattentätt överdrag, 0,6 m³ | Fyndplats	Vedställ i svart metall för 0,6 m³ ved, 200 × 36 × 99 cm, med vattentätt överdrag. Botten ligger 19 cm över marken, och stället bär 200 kg.
0773ceb6	Sensorsoptunna 50 liter i rostfritt stål | Fyndplats	Smal soptunna på 50 liter i rostfritt stål. Locket öppnas när du för handen över sensorn och stängs mjukt och tyst. 35,5 × 26 × 67 cm.
0ad9c123	Golvspegel i vitt, 148 cm, helkroppsspegel | Fyndplats	Fristående helkroppsspegel i vit MDF, 47 × 46 × 148 cm, som ställs i två lutningslägen. Glaset är 108 × 32 cm.
1884a543	Pedaltränare för armar och ben | Fyndplats	Pedaltränare för träning sittande, med handvevar för armarna, pedaler för benen, display och steglöst motstånd. 40 × 42,5 × 100 cm.
2f31a1d9	Båglampa med vit kupa och marmorfot | Fyndplats	Båglampa, 180 cm hög, med rund vit kupa, arm i förnicklad metall, fot i marmor och fotbrytare. Sockel E27, högst 40 W, ljuskälla ingår inte.
383d8de2	Fotpall i mörkgrå chenille med stålben | Fyndplats	Fotpall klädd i mörkgrå chenille med 10 cm skumdyna och svarta stålben. 45 × 41 × 38 cm, bär 120 kg.
403dfd8d	Elektrisk fyrhjuling för barn 18–36 mån | Fyndplats	Elektrisk fyrhjuling i blått för barn 18–36 månader, med 6 V-batteri, 2,5 km/h, omkopplare för framåt och bakåt och cirka 50 minuters körtid.
50adf7ed	Tre växtpiedestaler i svart stål | Fyndplats	Tre växtpiedestaler i industristil, 50, 70 och 90 cm höga och 21 × 21 cm, med ram i svart stål och skiva i träimitation. Bär 30 kg var.
71341341	Vit bokhylla med åtta öppna fack | Fyndplats	Bokhylla i vit spånskiva med åtta öppna fack, 74,3 × 24 × 80 cm. Står på högkant eller ligger ned och bär 64 kg. Tippskydd ingår.
916d2e9f	Leksaksmotor formad som en hjullastare | Fyndplats	Leksaksmotor att reparera, formad som en gul hjullastare, med 63 delar, 4 verktyg, ljus, ljud och dimeffekt. För barn 3–6 år.
b281ec33	Aktivitetstavla för väggen, sju lekar | Fyndplats	Aktivitetstavla för väggen formad som en larv, med sju lekar som xylofon, kugghjul och pärlor. 108 × 62 cm, för barn från 3 år.
d2fb42b1	Knästol med gungande ram i björk | Fyndplats	Knästol med gungande ram i björk och grå dynor i linnelook, 50 × 73 × 55 cm. Passar skrivbord på 75–90 cm och bär 120 kg.
d444fbae	Konstgjord fiolfikus 150 cm | Fyndplats	Konstgjord fiolfikus, 150 cm hög, med stammar av trä, blad av plast och grenar som går att forma. Står i en kruka med cementtyngd.
f3d0cde9	Elektronisk darttavla, 27 spel | Fyndplats	Elektronisk darttavla med 27 spel och 243 varianter för upp till 16 spelare. Sex pilar, 24 spetsar och nätadapter ingår.
fa0c30ac	Två konstgjorda eukalyptusklot, 65 cm | Fyndplats	Två konstgjorda eukalyptusklot i vita krukor, 65 cm höga, i UV-beständig plast för inne och ute. Krukorna kan tyngas ned.
