27ff1a8e	Julgran 60 cm med 50 LED och timer | Fyndplats	Julgran på 60 cm med 50 varmvita LED-lampor och timer, kottar, röda bär och snötoppar. Stadig fot av cement. För inomhusbruk.
c2c6a332	Väggspegel 40 × 60 cm med svart ram | Fyndplats	Rektangulär väggspegel 40 × 60 cm med svart ram i MDF. Fyra krokar på baksidan, så den hängs stående eller liggande. Skruvset ingår.
e2cfbd07	Mikrovågsugnshylla, utdragbar, tre krokar | Fyndplats	Utdragbar mikrovågsugnshylla i svart metall, 39,5–64 cm bred, med tre krokar och 40 cm fritt under. Ställbara fötter, bär 15 kg.
a7d072fc	Vinställ för 16 flaskor i svart metall | Fyndplats	Vinställ i svart pulverlackerad metall för 16 flaskor. Fyra plan med vågformade hyllor som staplas eller används var för sig. Bär 32 kg.
4a4721fa	Lekmatta 160 × 100 cm med stadsmotiv | Fyndplats	Lekmatta med stadsmotiv i 100 % polyester, 160 × 100 cm. Vägar, rondeller och hus att leka med, halkskyddad undersida och 1,6 m² lekyta.
8ded5e38	Gunghäst med lejon i trä, 2–5 år | Fyndplats	Gunghäst formad som ett orange lejon, i plywood med handtag och ryggstöd. Bred, stabil bas och sitthöjd 28,5 cm. För barn 2–5 år, bär 25 kg.
5cdc868a	Klädställning på hjul, justerbar höjd | Fyndplats	Klädställning i rostfritt stål och plast på fyra hjul, två med broms. Höjden ställs in 95–170 cm och bredden 86–160 cm. Bär 25 kg.
b0627017	Nattduksbord på hjul med tre hyllor | Fyndplats	Nattduksbord i vitt med grå skivor i betonglook, tre hyllor och fyra hjul, två med broms. 35 × 29,5 × 65,5 cm, varje hylla bär 10 kg.
9c456097	Skobänk i bambu med två hyllplan | Fyndplats	Skobänk i naturfärgad bambu med två hyllplan för skor och en sittyta som bär 130 kg. 50 × 28 × 45 cm, 5 cm fritt mot golvet.
0c07eb82	Kubhylla i svart metalltråd, sex kuber | Fyndplats	Kubhylla av svart metalltråd med sex öppna kuber på 35 cm som sätts ihop med kopplingar. 109 × 37 × 109 cm, bär 30 kg. Klubba ingår.
