ccae0705	Medicinskåp i rostfritt stål – låsbar glasdörr med tryckspärr, 30 × 18 × 50 cm
f787a854	Julgirlang 180 cm med 50 LED – snöpudrade kvistar, kottar, bär och timer
f6e74878	Skrivbord med hylla, 84 × 45 cm – vit metallram, ekfärgad skiva och kabelhål
0d42d53f	Väggspegel med hylla – svart metallram med rundade övre hörn, 70 × 50 cm
114d37e5	Halloweenfigur fågelskrämma 77 cm – rör sig, fnissar och lyser
760dd23c	Hopfällbar transportvagn för 200 kg – utdragbart flak och justerbart handtag
b8002629	Skärmtak för dörr och fönster, 100 × 75 cm – polykarbonat med UV-skikt
26ec5761	Gåvagn i trä med aktiviteter – formsortering, kulram och förvaring, från 1 år
3b3705f5	Bokhylla i trädform, 136 cm – nio plan, vit, med tippskydd
934297b1	Upphöjd hundsäng med tak, 106 × 76 cm – liggyta av nät, stålram och väska
a62db5fd	Uppblåsbar tomte i släde med ren, 200 cm – LED-belysning, för inne och ute
b51b6e6c	Två konstgjorda granar 120 cm i kruka – 170 grenspetsar per gran
b94fab48	Badrumsspegel med hyllor, 60 × 48 cm – vit MDF, tre hyllplan
f2aa99d9	Hängande halloweenfigur 183 cm – lysande ögon och mun, rörelse och ylande
0db7e560	Hage för smådjur med 36 gallerpaneler – dörr ingår, 146 × 73 × 73 cm
