19f7c013	Mjuka byggklossar för barn, 5 delar, flerfärgad
2177e112	Runt matbord för 4 personer, industristil, svart
40304dee	Golvfåtölj med vridbar sits, fem ryggvinklar, mörkgrå
4125dd90	Espressomaskin 20 bar med mjölkskummare, creme/silver
78f897e9	Hopfällbar hundgrind, fem paneler, svart
a1294bc8	Espressomaskin 20 bar med mjölkskummare, svart
bee36f80	Vertikalmarkis för balkong, vindskydd, grå
d9658fc2	Bistroset i stål, 3 delar, hopfällbart, mörkgrå
ed69489c	Badrumsskåp med spegeldörrar, bambu, natur
ee610afd	Vilstol i björk med fotstöd, fem lägen, cremevit
