# kort, huvudsökord, volym, svårighet, sekundära sökord
0a251021	litet datorbord	260	16	datorbord på hjul; datorbord; skrivbord på hjul
44068117	barnpall	1000	13	pall barn; stapelbara pallar; stapelbar pall
74afa40e	förvaringspuff	210	17	puff med förvaring; sittpuff; rund puff
7afb4dfe	lastramp	1000	13	lastramper; ramp till släp
839b9c31	vedställ inomhus	1900	21	vedställ; vedhylla; vedställ utomhus; vedförvaring
cb3b4e9f	förvaring toalettpapper	210	13	smalt badrumsskåp; badrumsskåp smalt; smal hylla badrum
cc20d515	katthylla vägg	170	15	klättervägg katt; kattvägg
da9dda33	höj och sänkbart skrivbord	8100	23	skrivbord på hjul; ståpulpet; stående skrivbord
ed1e585f	blompall	720	18	piedestal blommor; blomställ; mosaikbord
fb0bf4f0	sminkpall	390	10	rund pall; pall till sminkbord
fc4b663c	hinderbana barn	1000	19	balansbom; balansbräda barn; motorikbana
92389b54	resväska	40500	21	resväska medium; resväska 66 cm
95fcccd9	bokhylla metall	170	13	bokhylla; bokhylla industristil
87888f5f	skena skjutdörr	880	17	skjutdörrsbeslag; skjutdörr beslag; skjutdörrsskena
# Publicerade namn med huvudordet: litet datorbord 0 (datorbord 2), barnpall 1, förvaringspuff 2, lastramp 0, vedställ inomhus 0 (vedställ 10), toalettpapper 0 (smalt badrumsskåp 9), katthylla 1 (klättervägg 4), höj- och sänkbart skrivbord 0, blompall 0, sminkpall 0, hinderbana 0 (balansbom 3), resväska 1, bokhylla i metall 0 (bokhylla 23), skjutdörrsbeslag 2.
# 44068117: stapelbara pallar (260) bärs redan av fem publicerade fyrpack med stoppad sits. Rundan tar barnpall (1 000) i stället; pallarna är 30 cm höga.
# 87888f5f: skjutdörrsbeslag (1 900) bärs redan av två publicerade beslag. Rundan tar skena skjutdörr (880) för att inte konkurrera med egna sidor.
