0a251021	2	bokryggar med två kända modemärkens namn
0a251021	5	bokryggar med ett märkesnamn
44068117	4	lekfigurer från ett känt leksaksmärke och bokstavsklossar med engelska bokstäver
44068117	5	griffeltavla med engelska ord på väggen
da9dda33	4	skylt med engelsk text och bokryggar
da9dda33	5	bokryggar och notblad med läsbara engelska titlar
ed1e585f	4	tysk text inbränd i bilden
fc4b663c	4	tysk text inbränd i bilden
92389b54	2	flygplatsskylt med engelsk och fransk text
95fcccd9	2	bokryggar med läsbara engelska titlar
95fcccd9	5	bokryggar med läsbara engelska titlar och en känd persons namn
87888f5f	2	verkstadsskylt med engelsk text
87888f5f	4	tysk text inbränd i bilden
