121ce68f	115545e5d4069254	1459
16f36d37	6637073f931fe0bb	1570
188a80b4	4eb72fb50e6f5fd3	1715
1a73ab8d	064f525201fafaec	1520
31710969	28a1de319d2437de	1469
37d254ee	653cfe51c9d568c9	1490
4791575c	4b0b7e206d226d15	1578
4e92e841	12612ec229fea7db	1482
648a9257	8bcb84ec95cb315e	1725
666ce96b	b055d6a96f083b05	1581
6681ae28	b07ad66d6c992178	1722
724cc4b5	48d414173b06eff9	1704
72f30eb9	eeb6ffd3970246d7	1430
7b98c4c1	1846e94fbd44ddeb	1564
80e4ed24	a050899234bda248	1561
814b4e85	29de4454e7cd69d2	1726
87717be0	6dd65aa5da4e4448	1572
8f150623	85ec428c82167d02	1669
90529d40	966a3923e7b5ed08	1570
9c71885a	2928c2c5fc577d76	1700
a8d37d72	c83888fbad6eadca	1707
b24ce3da	29e3eea72a70fd38	1668
c0e67ea5	c820984685fe5c37	1523
db34f7d5	809432a171b158fa	1569
ebec4bc1	7762c0e8fac98560	1615
