9053bc1a	Litet runt matbord Ø75 cm – ljusbrun skiva och korsade ben i svart stål
295bb20f	Smalt barbord 120 cm i vit marmorlook – svart stålram, 40 cm djupt, 100 cm högt
8ed2dc38	Rund spegel med belysning Ø70 cm – LED i tre ljusfärger, antiimma och IP44
af9378d6	Runt soffbord i grå marmorlook, 2-pack – satsbord Ø78,5 och Ø59 cm, svart ram
40d0af10	Liten pall i mörkgrå linnelook – fotpall 40 × 30 cm, 24 cm hög, bär 110 kg
0a4958cc	Hallspegel 60 × 80 cm med vit ram – hängs stående eller liggande
a6657b3d	Konstgjord ficus benjamina 150 cm – täta gröna blad och kruka i betong
376caddc	Stor konstväxt: dieffenbachia 120 cm med gulrandiga blad och kruka med cement
792562e3	Julgran i plast 210 cm – Ø60 cm, 499 grenspetsar och fot som tas av
7727e1bf	Konstgjord gran 210 cm, smal – Ø55 cm, 499 grenspetsar och fot som fälls ihop
520cc521	Billig julgran 180 cm i grönt – Ø55 cm, 390 grenspetsar och fot som fälls ihop
2ffa80f1	Gnistgaller i tre delar, 96 cm – svart pulverlackerad metall som fälls ihop
