295bb20f	4	läsbar engelsk text på en oljeflaska
8ed2dc38	4	tysk text inbränd i bilden
8ed2dc38	5	läsbar engelsk text på flaskornas etiketter
af9378d6	5	läsbar engelsk text på en bokrygg
40d0af10	2	läsbar engelsk text på böckernas ryggar
0a4958cc	4	läsbar text på en tidning under vasen
a6657b3d	2	läsbar engelsk text på en glaskupa
a6657b3d	4	en märkesbricka på nattduksbordet i bilden
376caddc	2	läsbar engelsk text på en inramad affisch
792562e3	2	läsbar engelsk text på en julprydnad
2ffa80f1	2	läsbar text på en inramad bild ovanför spisen
