03207c35-802a-4e48-b954-e6cf68f5b80b	979	999	20
137403f6-df67-4f50-a650-8d1a9da793fb	979	1489	510
316c55d1-22e3-4ef3-ba39-b1c8a75f652b	979	1089	110
6972a328-a61e-45ba-99db-b893753788c7	979	1029	50
c7c74ab2-70c7-4ac7-b12d-2ed861507838	979	1119	140
e2932b74-89e6-47a3-bca2-8c44205c435d	979	1089	110
eb19eca6-1e54-46b9-8f5d-855a36e49dc5	979	1029	50
0783b515-35e9-4953-87a8-1babe0b3ab7b	999	1019	20
15d40f17-f534-4b20-b289-2a990ec3e540	999	1039	40
1c883b87-94cd-4659-8349-3999f922d892	999	1869	870
1dc4b1ba-396e-4f7f-833c-5d098785406e	999	1069	70
2a3d2495-5d24-44c8-87f3-f8053f9d299f	999	1039	40
2d308bc1-bbb8-4ef8-b877-4b64fcdd0e96	999	1089	90
4444ab0f-3dde-4b30-bbbc-862ce7e2fffa	999	1049	50
4ab77ce5-84da-4e64-9a81-199f3a20041e	999	1049	50
4bd41e91-e988-4c57-9fdf-5fb6909bd2cf	999	1179	180
50d8807a-2a20-4c83-9417-499010acb813	999	1019	20
834cbe61-abb3-450e-a9c3-26a800147314	999	1179	180
8f1b8163-325c-461f-888e-96b6aace960b	999	1069	70
949ffbb1-43d0-4269-aebc-7a6cb4517ea6	999	1019	20
980dd9a1-a456-4614-b231-03117203a261	999	1039	40
98e09361-94ba-440a-af1b-c5f95e48c6fe	999	1019	20
a98acbab-70c6-4d52-8131-add3ddb55b6c	999	1039	40
bd28eeea-7ef3-44ca-9b7b-10085d6d7bf1	999	1069	70
c47838e6-1421-4802-9024-ca3ebbd5a56f	999	1239	240
cb57e1dc-630c-45a2-a5c7-ffa6022df5ba	999	1049	50
cb828049-bac8-47f8-9c78-40a814564959	999	1099	100
d0f68e25-c8e7-4140-aab4-00cda735c146	999	1089	90
d7fea466-aa4a-4862-9c94-38666b712ded	999	1019	20
dfd7912f-5a21-4f21-ba0e-f3212f3cd84a	999	1079	80
f2ad437d-726f-41f0-8128-39f3afa2c323	999	1109	110
