2fc13340	Sport & Fritid + Friluftsliv & Resa
308cabee	Hem & Inredning + Dekoration & Prydnad
423edb5d	Barn & Familj + Hem & Inredning + Förvaring & Organisering
4dc2759a	Husdjur + Burar, Kläder & Tillbehör
61917e9a	Hem & Inredning + Förvaring & Organisering
6690086e	Hem & Inredning + Förvaring & Organisering
7ba0423b	Hem & Inredning + Trädgård & Utemöbler + Växthus & Odling
80de1b65	Hem & Inredning + Dekoration & Prydnad
8aab4f48	Hem & Inredning + Badrum & Hemtextil + Förvaring & Organisering
97cf9327	Hem & Inredning + Dekoration & Prydnad + Trädgård & Utemöbler + Trädgårdsdekor & Belysning
9c3b6e2f	Hem & Inredning + Dekoration & Prydnad
af994f2d	Hem & Inredning
b73863ff	Hem & Inredning + Förvaring & Organisering + Kök & Husgeråd
b8d8a982	Sport & Fritid
cc18bc6f	Hem & Inredning + Dekoration & Prydnad
