08b40e95	Golvlampa med fjärrkontroll, höjdjusterbar 133–168 cm, silver/beige
222f59d6	Byrå med sju lådor, brun/beige/svart
2dedb89b	Sidobord i rattan med glasskiva, 60 cm, natur
463b807e	Barstolar 2-pack, höjdjusterbara 82–104 cm, svart
87c4d80b	Plantetagerie med spaljé, tvåstegs, 166 cm
9d4b2bd0	Upphöjt odlingsbord i tre nivåer, 120 × 120 cm
a492b6f8	Hallträd med krokar, lådor och hyllor, 180,5 cm, svart
c88b22ce	Skärmtak i polykarbonat, 303 cm, brun/svart
cfc2d4f4	Poledance-matta, Ø150 cm, rosa
db1118d0	Basketkorg för väggmontering, 113 × 73 cm
