08b40e95	Faktakort: 40 × 40 × 133-168 cm, silver/beige, dimbar 3000–6000 K
222f59d6	Faktakort: 80 × 29 × 78,5 cm, tyg och MDF, 48 kg maxbelastning
2dedb89b	Faktakort: 60 × 60 × 50 cm, PE-rattan och härdat glas, 50 kg
463b807e	Faktakort: 41 × 42 × 82-104 cm, konstläder och stål, 120 kg per stol
87c4d80b	Faktakort: 75 × 50 × 166 cm, granträ, 30 kg per hylla
9d4b2bd0	Faktakort: 120 × 120 × 56 cm, granträ i tre nivåer
a492b6f8	Faktakort: 80 × 30 × 180,5 cm, svart, tippskydd ingår
c88b22ce	Faktakort: 303 × 96 × 27 cm, polykarbonat och aluminium
cfc2d4f4	Faktakort: Ø150 × 5 cm, viks ihop till 75 × 75 × 20 cm
db1118d0	Faktakort: 113 × 61 × 73 cm, ringdiameter 45 cm, stål
